# Time-averaged data for fix scalarOut
# TimeStep v_Dtwopoint v_DmolTwopoint v_DxMolTwopoint v_DyMolTwopoint v_DzMolTwopoint v_Dfitslope v_DmolFitslope v_DxMolFitslope v_DyMolFitslope v_DzMolFitslope v_Dvacf v_Dxvacf v_Dyvacf v_Dzvacf
3840 5.10476e-05 6.03907e-05 4.71099e-05 9.26571e-05 4.1405e-05 0.000107661 3.05913e-05 2.33234e-05 6.15871e-05 6.8634e-06 -0.00100353 -0.0022782 0.000220021 -0.000952398
3850 5.18146e-05 6.19969e-05 4.33062e-05 0.000100778 4.19061e-05 0.000107374 3.07505e-05 2.34363e-05 6.17713e-05 7.04386e-06 -0.000965543 -0.00225774 0.000293168 -0.000932057
3860 5.36405e-05 6.34517e-05 3.91837e-05 0.000108426 4.27458e-05 0.000107089 3.09163e-05 2.35274e-05 6.19952e-05 7.22634e-06 -0.000967367 -0.00217819 0.000469737 -0.00119365
3870 5.47914e-05 6.46125e-05 3.49571e-05 0.000114808 4.40724e-05 0.000106817 3.10876e-05 2.35961e-05 6.22534e-05 7.41318e-06 -0.00104649 -0.00240607 0.000530572 -0.00126396
3880 5.59002e-05 6.51549e-05 3.05493e-05 0.000119505 4.54105e-05 0.00010655 3.12619e-05 2.36422e-05 6.25379e-05 7.60565e-06 -0.00114749 -0.00251205 0.000271952 -0.00120237
3890 5.9662e-05 6.52613e-05 2.61705e-05 0.000123104 4.65094e-05 0.000106303 3.14361e-05 2.36651e-05 6.28405e-05 7.80284e-06 -0.00114747 -0.00245871 0.000109518 -0.0010932
3900 6.06266e-05 6.56581e-05 2.25526e-05 0.000126453 4.79691e-05 0.000106068 3.16102e-05 2.36674e-05 6.31585e-05 8.00464e-06 -0.00118056 -0.00254575 -0.000105674 -0.000890273
3910 6.36228e-05 6.68514e-05 1.96411e-05 0.000129765 5.11484e-05 0.000105847 3.1787e-05 2.36532e-05 6.3491e-05 8.21685e-06 -0.00128078 -0.00267239 2.54568e-05 -0.0011954
3920 6.47084e-05 6.84078e-05 1.72876e-05 0.000132733 5.52025e-05 0.000105634 3.19699e-05 2.3626e-05 6.3837e-05 8.44671e-06 -0.00115602 -0.0025354 3.84891e-05 -0.000971151
3930 6.6631e-05 6.97821e-05 1.55316e-05 0.000134806 5.90085e-05 0.000105429 3.2159e-05 2.35886e-05 6.41932e-05 8.69523e-06 -0.00130247 -0.00284225 0.000194964 -0.00126014
3940 6.4694e-05 7.06477e-05 1.43941e-05 0.000135702 6.18469e-05 0.000105228 3.23524e-05 2.35444e-05 6.45541e-05 8.95856e-06 -0.00126584 -0.0028966 0.000194411 -0.00109533
3950 6.30772e-05 7.06682e-05 1.36547e-05 0.000134786 6.35641e-05 0.000105018 3.25462e-05 2.34959e-05 6.49118e-05 9.23101e-06 -0.00132432 -0.00260637 0.000118579 -0.00148517
3960 6.18042e-05 7.03425e-05 1.31983e-05 0.000133451 6.43777e-05 0.000104802 3.27376e-05 2.34449e-05 6.52602e-05 9.50758e-06 -0.00121943 -0.00252805 9.47907e-05 -0.00122502
3970 6.21728e-05 6.98342e-05 1.28478e-05 0.000132912 6.37429e-05 0.000104586 3.29254e-05 2.33924e-05 6.56013e-05 9.78244e-06 -0.00128547 -0.00239372 -5.12883e-05 -0.00141141
3980 6.29602e-05 6.92584e-05 1.27397e-05 0.00013266 6.2376e-05 0.000104376 3.31088e-05 2.3339e-05 6.59381e-05 1.00493e-05 -0.00126612 -0.00240225 -0.000169947 -0.00122617
3990 6.51682e-05 6.8942e-05 1.30686e-05 0.000132667 6.10906e-05 0.000104175 3.32887e-05 2.32867e-05 6.62718e-05 1.03077e-05 -0.00121395 -0.00229561 -0.000216249 -0.00113
4000 6.62147e-05 6.86581e-05 1.38656e-05 0.000132726 5.93828e-05 0.000103983 3.34659e-05 2.32376e-05 6.66035e-05 1.05565e-05 -0.00115278 -0.00234688 -8.63372e-05 -0.00102512
4010 6.73463e-05 6.818e-05 1.50777e-05 0.000132136 5.73268e-05 0.000103801 3.364e-05 2.31943e-05 6.69313e-05 1.07943e-05 -0.00109782 -0.00206881 -0.000264036 -0.000960622
4020 6.61526e-05 6.73879e-05 1.62974e-05 0.000131365 5.4501e-05 0.000103615 3.38094e-05 2.31573e-05 6.72529e-05 1.1018e-05 -0.0011277 -0.00199664 -0.000390958 -0.000995507
4030 6.47128e-05 6.62309e-05 1.74767e-05 0.000130222 5.09936e-05 0.000103425 3.39728e-05 2.31265e-05 6.75679e-05 1.12239e-05 -0.00121463 -0.00225825 -0.000413584 -0.000972051
4040 6.1293e-05 6.47449e-05 1.86398e-05 0.00012808 4.75146e-05 0.000103225 3.41282e-05 2.31018e-05 6.78718e-05 1.14109e-05 -0.00131593 -0.00251865 -0.000218708 -0.00121044
4050 5.79258e-05 6.32329e-05 1.96328e-05 0.000126091 4.39753e-05 0.000103009 3.42749e-05 2.30826e-05 6.81629e-05 1.15794e-05 -0.00122073 -0.00235115 7.35375e-06 -0.0013184
4060 5.47939e-05 6.21317e-05 2.0779e-05 0.000125061 4.05548e-05 0.000102778 3.44141e-05 2.30685e-05 6.84445e-05 1.17293e-05 -0.0012045 -0.00232789 4.77309e-05 -0.00133334
4070 5.27528e-05 6.173e-05 2.21885e-05 0.000125119 3.78826e-05 0.000102539 3.45487e-05 2.3061e-05 6.87221e-05 1.18631e-05 -0.0012462 -0.00242738 9.8594e-06 -0.0013211
4080 5.08051e-05 6.16939e-05 2.36551e-05 0.000125451 3.59762e-05 0.000102289 3.46816e-05 2.30607e-05 6.89988e-05 1.19851e-05 -0.00139063 -0.00228863 -0.000347177 -0.00153608
4090 5.02061e-05 6.13765e-05 2.47536e-05 0.000125808 3.35679e-05 0.000102036 3.48127e-05 2.30668e-05 6.92754e-05 1.20961e-05 -0.00132022 -0.00221658 -0.000359237 -0.00138484
4100 5.20869e-05 6.07145e-05 2.53832e-05 0.000125883 3.08771e-05 0.000101787 3.49404e-05 2.30768e-05 6.9551e-05 1.21933e-05 -0.00131237 -0.00231459 -0.000222556 -0.00139997
4110 5.2033e-05 5.99529e-05 2.5489e-05 0.000125634 2.87358e-05 0.000101546 3.50636e-05 2.30886e-05 6.9824e-05 1.22782e-05 -0.00118333 -0.00216815 0.00011664 -0.00149849
4120 5.30394e-05 5.91269e-05 2.51512e-05 0.000125136 2.70937e-05 0.000101307 3.5182e-05 2.30993e-05 7.00933e-05 1.23533e-05 -0.00120033 -0.0022992 0.000140158 -0.00144194
4130 5.36156e-05 5.85844e-05 2.51459e-05 0.000124731 2.58768e-05 0.000101076 3.52961e-05 2.3109e-05 7.0358e-05 1.24212e-05 -0.00124664 -0.00259116 2.0175e-05 -0.00116893
4140 5.54891e-05 5.85007e-05 2.55695e-05 0.000125318 2.46143e-05 0.000100853 3.5408e-05 2.31199e-05 7.06214e-05 1.24828e-05 -0.00124848 -0.00249648 5.30571e-05 -0.00130203
4150 5.59772e-05 5.90297e-05 2.62433e-05 0.00012746 2.33855e-05 0.000100636 3.55202e-05 2.31333e-05 7.08894e-05 1.25379e-05 -0.00118089 -0.00229746 -0.000235445 -0.00100976
4160 5.67365e-05 5.98872e-05 2.71495e-05 0.000130638 2.18745e-05 0.000100422 3.56353e-05 2.31505e-05 7.11693e-05 1.25862e-05 -0.00119043 -0.00246676 -0.00011926 -0.000985266
4170 5.7293e-05 6.04007e-05 2.85793e-05 0.000132809 1.9814e-05 0.000100215 3.5753e-05 2.31732e-05 7.14604e-05 1.26255e-05 -0.00117841 -0.0026043 -8.11403e-05 -0.000849777
4180 5.8317e-05 6.02152e-05 3.03284e-05 0.000133141 1.71758e-05 0.000100012 3.58705e-05 2.32035e-05 7.1755e-05 1.2653e-05 -0.00118905 -0.00264252 3.13738e-06 -0.000927781
4190 5.83714e-05 5.96321e-05 3.2151e-05 0.000132062 1.46829e-05 9.98139e-05 3.5985e-05 2.32422e-05 7.2045e-05 1.26678e-05 -0.00117562 -0.00248656 -0.000212927 -0.00082738
4200 5.87033e-05 5.91417e-05 3.40276e-05 0.000130443 1.29547e-05 9.96177e-05 3.60961e-05 2.32895e-05 7.23262e-05 1.26725e-05 -0.00106038 -0.00235988 -0.000244477 -0.000576793
4210 5.82943e-05 5.88109e-05 3.54315e-05 0.000129065 1.19358e-05 9.94244e-05 3.62044e-05 2.33444e-05 7.25978e-05 1.2671e-05 -0.00115365 -0.0023474 -0.000338089 -0.000775462
4220 5.79559e-05 5.87126e-05 3.57631e-05 0.00012912 1.12542e-05 9.92265e-05 3.63111e-05 2.34029e-05 7.28646e-05 1.26657e-05 -0.00120836 -0.00239139 -0.000392005 -0.000841679
4230 5.63649e-05 5.82961e-05 3.4811e-05 0.000129376 1.07009e-05 9.90281e-05 3.6416e-05 2.34593e-05 7.31312e-05 1.26574e-05 -0.00124974 -0.00244757 -0.000382774 -0.000918866
4240 5.65707e-05 5.73418e-05 3.30175e-05 0.000128475 1.05328e-05 9.88292e-05 3.65166e-05 2.35082e-05 7.3394e-05 1.26477e-05 -0.00115204 -0.00235329 -0.000376287 -0.000726561
4250 5.6159e-05 5.60461e-05 3.12942e-05 0.000126239 1.06049e-05 9.8629e-05 3.66113e-05 2.35483e-05 7.36476e-05 1.26378e-05 -0.00113219 -0.00219048 -0.000433496 -0.000772606
4260 5.63221e-05 5.45382e-05 2.97536e-05 0.000122845 1.10157e-05 9.84305e-05 3.66985e-05 2.35805e-05 7.38856e-05 1.26292e-05 -0.00111237 -0.00224361 -0.000488515 -0.000604999
4270 5.72028e-05 5.2948e-05 2.85251e-05 0.000118755 1.15639e-05 9.82354e-05 3.67778e-05 2.36062e-05 7.41043e-05 1.2623e-05 -0.000934721 -0.00218538 -0.000318821 -0.000299966
4280 5.81914e-05 5.13893e-05 2.75611e-05 0.000114246 1.23609e-05 9.80468e-05 3.68491e-05 2.36265e-05 7.43009e-05 1.26201e-05 -0.000999274 -0.00222794 -0.000242495 -0.000527383
4290 5.94985e-05 5.02482e-05 2.6512e-05 0.000111031 1.32015e-05 9.78648e-05 3.69137e-05 2.36423e-05 7.44779e-05 1.2621e-05 -0.00107159 -0.00233559 -0.000429208 -0.00044997
4300 6.01622e-05 4.94651e-05 2.50727e-05 0.000109162 1.4161e-05 9.76868e-05 3.69735e-05 2.3652e-05 7.46425e-05 1.26261e-05 -0.00103809 -0.00215468 -0.00027262 -0.000686973
4310 6.12032e-05 4.89669e-05 2.34474e-05 0.000108009 1.54444e-05 9.75172e-05 3.703e-05 2.36546e-05 7.47992e-05 1.26363e-05 -0.00111226 -0.00217592 -0.000399862 -0.000760997
4320 6.01234e-05 4.84688e-05 2.15698e-05 0.000106893 1.69442e-05 9.73464e-05 3.70839e-05 2.36489e-05 7.49499e-05 1.2653e-05 -0.00122283 -0.00219374 -0.000422331 -0.00105242
4330 5.94283e-05 4.80443e-05 1.97428e-05 0.000105725 1.86653e-05 9.71735e-05 3.71353e-05 2.36346e-05 7.50942e-05 1.26771e-05 -0.00120323 -0.00201329 -0.000538745 -0.00105765
4340 5.95921e-05 4.76992e-05 1.80665e-05 0.000104355 2.06763e-05 9.7002e-05 3.71846e-05 2.36124e-05 7.52318e-05 1.27096e-05 -0.0011787 -0.00204163 -0.000304888 -0.0011896
4350 5.99994e-05 4.73882e-05 1.64231e-05 0.000103146 2.25955e-05 9.6829e-05 3.7232e-05 2.35827e-05 7.53622e-05 1.27512e-05 -0.00116525 -0.00220819 -0.000313467 -0.000974082
4360 5.87419e-05 4.73156e-05 1.50771e-05 0.000102624 2.42459e-05 9.66576e-05 3.72782e-05 2.35464e-05 7.54878e-05 1.28005e-05 -0.00128338 -0.00240946 -0.000232522 -0.00120817
4370 5.8951e-05 4.75223e-05 1.39849e-05 0.000102851 2.5731e-05 9.64864e-05 3.73245e-05 2.35049e-05 7.56121e-05 1.28566e-05 -0.00132277 -0.00243337 -0.000144773 -0.00139018
4380 5.77657e-05 4.77946e-05 1.30135e-05 0.000103382 2.69887e-05 9.63121e-05 3.73717e-05 2.3459e-05 7.57376e-05 1.29185e-05 -0.00143112 -0.0026712 -0.000171999 -0.00145018
4390 5.51703e-05 4.7798e-05 1.23922e-05 0.000102945 2.80568e-05 9.61301e-05 3.74193e-05 2.34098e-05 7.58629e-05 1.29853e-05 -0.00136013 -0.00246335 -0.000120877 -0.00149616
4400 5.30778e-05 4.69029e-05 1.19516e-05 0.000100327 2.84297e-05 9.59392e-05 3.74645e-05 2.33586e-05 7.59801e-05 1.30549e-05 -0.00135881 -0.0025209 -4.56438e-06 -0.00155097
4410 4.99721e-05 4.53106e-05 1.1803e-05 9.58206e-05 2.83084e-05 9.57386e-05 3.75035e-05 2.33065e-05 7.60795e-05 1.31244e-05 -0.00139856 -0.00268221 0.000109998 -0.00162348
4420 4.91144e-05 4.34209e-05 1.17924e-05 9.08072e-05 2.76631e-05 9.5531e-05 3.75341e-05 2.32544e-05 7.61562e-05 1.31916e-05 -0.00134015 -0.00254082 7.30022e-05 -0.00155263
4430 4.73662e-05 4.13719e-05 1.183e-05 8.58046e-05 2.6481e-05 9.53153e-05 3.75555e-05 2.32028e-05 7.62098e-05 1.3254e-05 -0.00130771 -0.00242904 -9.05017e-05 -0.00140358
4440 4.82615e-05 3.94311e-05 1.18132e-05 8.11804e-05 2.52996e-05 9.51016e-05 3.75678e-05 2.31517e-05 7.62412e-05 1.33105e-05 -0.00118765 -0.00247219 0.000107865 -0.00119861
4450 4.6605e-05 3.78818e-05 1.14986e-05 7.76954e-05 2.44515e-05 9.48861e-05 3.75722e-05 2.31002e-05 7.62543e-05 1.3362e-05 -0.00123243 -0.00242399 -3.68148e-05 -0.00123647
4460 4.76946e-05 3.66693e-05 1.1014e-05 7.52328e-05 2.37611e-05 9.46733e-05 3.75705e-05 2.30471e-05 7.62544e-05 1.341e-05 -0.0013268 -0.00242709 -0.000168159 -0.00138514
4470 4.75915e-05 3.57411e-05 1.04685e-05 7.37035e-05 2.30513e-05 9.44639e-05 3.7564e-05 2.29919e-05 7.62455e-05 1.34544e-05 -0.00116415 -0.00218301 -0.000182176 -0.00112725
4480 4.87418e-05 3.53424e-05 9.94713e-06 7.35153e-05 2.25648e-05 9.42589e-05 3.75547e-05 2.29349e-05 7.62333e-05 1.3496e-05 -0.00115707 -0.00215938 -0.000160907 -0.00115091
4490 4.78642e-05 3.53008e-05 9.47828e-06 7.43178e-05 2.21063e-05 9.40532e-05 3.75446e-05 2.28759e-05 7.62229e-05 1.35352e-05 -0.00113508 -0.00194997 -0.000207673 -0.00124759
4500 4.89438e-05 3.54494e-05 9.11787e-06 7.56212e-05 2.16091e-05 9.38499e-05 3.7535e-05 2.28155e-05 7.62175e-05 1.3572e-05 -0.00124799 -0.00231111 -0.000119913 -0.00131293
4510 4.94386e-05 3.5682e-05 8.82774e-06 7.70901e-05 2.11283e-05 9.36521e-05 3.75263e-05 2.27541e-05 7.62183e-05 1.36064e-05 -0.00117997 -0.00251585 6.90281e-05 -0.00109309
4520 5.09129e-05 3.56686e-05 8.52378e-06 7.80118e-05 2.04702e-05 9.34601e-05 3.75183e-05 2.26919e-05 7.62248e-05 1.36382e-05 -0.00122319 -0.00266618 4.69925e-05 -0.00105038
4530 5.16233e-05 3.55237e-05 8.31743e-06 7.83908e-05 1.98627e-05 9.32745e-05 3.75097e-05 2.26288e-05 7.62336e-05 1.36667e-05 -0.00126026 -0.00286441 0.000135737 -0.00105211
4540 5.18685e-05 3.5554e-05 8.37983e-06 7.87909e-05 1.94912e-05 9.30928e-05 3.7501e-05 2.2566e-05 7.6244e-05 1.3693e-05 -0.00134609 -0.00293879 0.000129602 -0.00122908
4550 5.21718e-05 3.58291e-05 8.53336e-06 7.95622e-05 1.93918e-05 9.29134e-05 3.74929e-05 2.2504e-05 7.62567e-05 1.3718e-05 -0.00139259 -0.0030145 0.000194502 -0.00135777
4560 5.12522e-05 3.65693e-05 8.81461e-06 8.09933e-05 1.99001e-05 9.27321e-05 3.74873e-05 2.24435e-05 7.62745e-05 1.37439e-05 -0.00144723 -0.00301697 1.86385e-05 -0.00134334
4570 5.19411e-05 3.74687e-05 9.05172e-06 8.26595e-05 2.0695e-05 9.25525e-05 3.74854e-05 2.23845e-05 7.62991e-05 1.37726e-05 -0.00143984 -0.00274091 8.63373e-05 -0.00166494
4580 5.20988e-05 3.83761e-05 9.23412e-06 8.40608e-05 2.18334e-05 9.23732e-05 3.74875e-05 2.23268e-05 7.63303e-05 1.38053e-05 -0.00141521 -0.00271562 6.66066e-05 -0.00159661
4590 5.40153e-05 3.92072e-05 9.52469e-06 8.47942e-05 2.33028e-05 9.22031e-05 3.74934e-05 2.22706e-05 7.63659e-05 1.38437e-05 -0.00137852 -0.00286844 0.000189983 -0.0014571
4600 5.33485e-05 3.94825e-05 9.50349e-06 8.43365e-05 2.46076e-05 9.20363e-05 3.75018e-05 2.22153e-05 7.6402e-05 1.3888e-05 -0.00131947 -0.00286154 0.000222222 -0.00131908
4610 5.43372e-05 3.92434e-05 9.3997e-06 8.26462e-05 2.56844e-05 9.18735e-05 3.75099e-05 2.21599e-05 7.64326e-05 1.39371e-05 -0.0012578 -0.00278873 0.000391472 -0.00137615
4620 5.62111e-05 3.89453e-05 9.50063e-06 8.07729e-05 2.65625e-05 9.17167e-05 3.75166e-05 2.21049e-05 7.64549e-05 1.399e-05 -0.00110536 -0.0026695 0.000380392 -0.00102698
4630 5.80705e-05 3.89171e-05 9.94738e-06 7.91097e-05 2.76942e-05 9.15685e-05 3.75225e-05 2.20514e-05 7.64694e-05 1.40467e-05 -0.00119091 -0.00279687 0.000257843 -0.00103371
4640 5.86238e-05 3.94107e-05 1.11527e-05 7.78721e-05 2.92074e-05 9.1423e-05 3.75295e-05 2.20019e-05 7.64777e-05 1.41089e-05 -0.0011578 -0.00272752 0.00036433 -0.00111022
4650 5.98427e-05 4.03509e-05 1.29802e-05 7.72834e-05 3.07891e-05 9.12834e-05 3.75397e-05 2.19594e-05 7.6482e-05 1.41775e-05 -0.00122891 -0.0030376 0.00048886 -0.00113798
4660 6.30805e-05 4.15846e-05 1.52033e-05 7.72551e-05 3.22954e-05 9.11583e-05 3.75545e-05 2.19261e-05 7.64852e-05 1.42523e-05 -0.00135058 -0.00333362 0.000528385 -0.00124652
4670 6.48455e-05 4.28704e-05 1.76566e-05 7.74802e-05 3.34744e-05 9.10409e-05 3.75748e-05 2.1903e-05 7.64889e-05 1.43324e-05 -0.00123207 -0.00326187 0.000662167 -0.00109651
4680 6.63592e-05 4.43745e-05 2.05527e-05 7.83292e-05 3.42416e-05 9.09342e-05 3.76008e-05 2.18915e-05 7.64948e-05 1.4416e-05 -0.00124859 -0.00310207 0.000634843 -0.00127854
4690 6.7163e-05 4.62358e-05 2.38362e-05 7.99406e-05 3.49307e-05 9.08322e-05 3.76338e-05 2.18934e-05 7.65062e-05 1.45019e-05 -0.00133374 -0.00315746 0.000565942 -0.0014097
4700 6.78525e-05 4.84886e-05 2.7312e-05 8.21098e-05 3.6044e-05 9.07344e-05 3.76755e-05 2.19097e-05 7.65256e-05 1.45911e-05 -0.00127127 -0.00299969 0.000524679 -0.0013388
4710 6.58096e-05 5.12622e-05 3.11766e-05 8.47361e-05 3.78739e-05 9.0635e-05 3.77276e-05 2.19414e-05 7.65553e-05 1.46861e-05 -0.00123939 -0.00308387 0.000586775 -0.00122107
4720 6.66058e-05 5.44325e-05 3.57488e-05 8.75539e-05 3.99948e-05 9.05299e-05 3.77922e-05 2.19909e-05 7.65963e-05 1.47893e-05 -0.00126296 -0.00295166 0.000601325 -0.00143855
4730 6.43134e-05 5.75438e-05 4.01835e-05 9.14475e-05 4.10003e-05 9.04197e-05 3.78697e-05 2.20595e-05 7.6651e-05 1.48986e-05 -0.00113289 -0.00289033 0.000752142 -0.00126049
4740 6.43666e-05 6.05311e-05 4.36074e-05 9.76466e-05 4.03394e-05 9.03086e-05 3.79595e-05 2.21442e-05 7.67267e-05 1.50076e-05 -0.00121614 -0.00294986 0.000759244 -0.00145779
4750 6.39423e-05 6.33293e-05 4.54803e-05 0.000106201 3.83064e-05 9.01979e-05 3.8061e-05 2.22394e-05 7.68339e-05 1.51098e-05 -0.00132226 -0.00332572 0.000745128 -0.00138619
4760 6.46706e-05 6.5513e-05 4.60655e-05 0.000115117 3.5356e-05 9.009e-05 3.81723e-05 2.23385e-05 7.69779e-05 1.52006e-05 -0.00129678 -0.00333979 0.00086744 -0.001418
4770 6.39454e-05 6.69852e-05 4.5987e-05 0.000123215 3.17537e-05 8.99856e-05 3.82904e-05 2.24379e-05 7.71566e-05 1.52768e-05 -0.00134734 -0.00344238 0.000847447 -0.00144708
4780 6.25926e-05 6.75496e-05 4.51382e-05 0.00012979 2.77207e-05 8.98722e-05 3.84119e-05 2.25346e-05 7.73647e-05 1.53365e-05 -0.00141853 -0.00327309 0.000660928 -0.00164342
4790 6.1154e-05 6.75141e-05 4.41474e-05 0.000134415 2.39797e-05 8.97546e-05 3.85334e-05 2.26264e-05 7.75945e-05 1.53792e-05 -0.00146095 -0.00329216 0.000475405 -0.00156609
4800 6.1336e-05 6.73928e-05 4.34753e-05 0.000137442 2.12607e-05 8.96351e-05 3.86537e-05 2.27144e-05 7.78383e-05 1.54084e-05 -0.00146267 -0.00342308 0.000361761 -0.0013267
4810 6.05965e-05 6.72861e-05 4.28568e-05 0.00013929 1.97113e-05 8.95169e-05 3.87727e-05 2.27991e-05 7.80904e-05 1.54287e-05 -0.00155788 -0.00365206 0.000266536 -0.00128812
4820 6.03236e-05 6.72639e-05 4.24987e-05 0.000140266 1.90268e-05 8.93941e-05 3.88907e-05 2.28813e-05 7.83461e-05 1.54447e-05 -0.00136241 -0.00335348 0.000419294 -0.00115303
4830 6.06484e-05 6.76736e-05 4.19056e-05 0.000142393 1.87218e-05 8.92771e-05 3.90088e-05 2.29612e-05 7.86063e-05 1.54588e-05 -0.00123189 -0.0032128 0.000642849 -0.00112572
4840 6.29065e-05 6.87518e-05 4.08559e-05 0.00014742 1.79797e-05 8.91644e-05 3.91293e-05 2.30372e-05 7.888e-05 1.54708e-05 -0.00123106 -0.00317466 0.000655744 -0.00117426
4850 6.50109e-05 7.00712e-05 3.91933e-05 0.000154072 1.69479e-05 8.90615e-05 3.92542e-05 2.3107e-05 7.91768e-05 1.54788e-05 -0.00120576 -0.00326722 0.000764435 -0.00111449
4860 6.66948e-05 7.14654e-05 3.7131e-05 0.000161667 1.55987e-05 8.89661e-05 3.9384e-05 2.31685e-05 7.95015e-05 1.54819e-05 -0.00132708 -0.00327061 0.000498167 -0.00120881
4870 6.85896e-05 7.29135e-05 3.5008e-05 0.000169412 1.43202e-05 8.88793e-05 3.95188e-05 2.32209e-05 7.98559e-05 1.54794e-05 -0.0015382 -0.00352795 0.000406944 -0.0014936
4880 7.00152e-05 7.43379e-05 3.31532e-05 0.00017649 1.33701e-05 8.87988e-05 3.96587e-05 2.32648e-05 8.02389e-05 1.54724e-05 -0.00153621 -0.00348349 0.000386229 -0.00151137
4890 7.15454e-05 7.56121e-05 3.21073e-05 0.000181565 1.31641e-05 8.87245e-05 3.98032e-05 2.33026e-05 8.0644e-05 1.5463e-05 -0.00159527 -0.00331783 0.000379533 -0.00184751
4900 7.47798e-05 7.64568e-05 3.13993e-05 0.000184404 1.35675e-05 8.86632e-05 3.99513e-05 2.33368e-05 8.10626e-05 1.54544e-05 -0.00150317 -0.00335635 0.000487341 -0.0016405
4910 7.91765e-05 7.67963e-05 3.1068e-05 0.000185116 1.42052e-05 8.86156e-05 4.01006e-05 2.33687e-05 8.1485e-05 1.54481e-05 -0.00172202 -0.0035714 0.000268243 -0.00186292
4920 8.2501e-05 7.68935e-05 3.10276e-05 0.000184865 1.47883e-05 8.85847e-05 4.02498e-05 2.33998e-05 8.19053e-05 1.54445e-05 -0.00154436 -0.00344773 0.000445033 -0.00163038
4930 8.47331e-05 7.68042e-05 3.14604e-05 0.000183827 1.51255e-05 8.85659e-05 4.03981e-05 2.34315e-05 8.23202e-05 1.54426e-05 -0.00172766 -0.00355533 0.000501231 -0.00212888
4940 8.72521e-05 7.65146e-05 3.19734e-05 0.000182078 1.54926e-05 8.85556e-05 4.05447e-05 2.34651e-05 8.2727e-05 1.54421e-05 -0.00159781 -0.00371286 0.000762084 -0.00184264
4950 9.02864e-05 7.59415e-05 3.22677e-05 0.000179523 1.60334e-05 8.85557e-05 4.06886e-05 2.35001e-05 8.31223e-05 1.54435e-05 -0.00168618 -0.00377573 0.00064938 -0.0019322
4960 9.31942e-05 7.53561e-05 3.23935e-05 0.000177407 1.62679e-05 8.85684e-05 4.08292e-05 2.35358e-05 8.35054e-05 1.54465e-05 -0.00166769 -0.00364928 0.00048586 -0.00183964
4970 9.56353e-05 7.46646e-05 3.18506e-05 0.000175935 1.62086e-05 8.85941e-05 4.09665e-05 2.35705e-05 8.38793e-05 1.54497e-05 -0.00160088 -0.00370002 0.000566536 -0.00166915
4980 9.63788e-05 7.35981e-05 3.05008e-05 0.000174133 1.61601e-05 8.86259e-05 4.10995e-05 2.3601e-05 8.42448e-05 1.54527e-05 -0.00157553 -0.00367315 0.000598846 -0.0016523
4990 9.3653e-05 7.21418e-05 2.85496e-05 0.000171807 1.60692e-05 8.86501e-05 4.12264e-05 2.36244e-05 8.45995e-05 1.54553e-05 -0.00152665 -0.00336237 0.000563652 -0.00178124
5000 9.28291e-05 7.04992e-05 2.65242e-05 0.00016898 1.59936e-05 8.86678e-05 4.13464e-05 2.36396e-05 8.49419e-05 1.54576e-05 -0.00158369 -0.00344608 0.000483449 -0.00178845
