# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
26300 -13188.4 300.769 -2821.22
26400 -13194.4 303.124 -400.026
26500 -13201.7 305.942 -2285.36
26600 -13193.8 302.882 -2341.82
26700 -13201.8 305.985 -591.173
26800 -13204 306.85 -2736.2
26900 -13217.8 312.195 -1524.5
27000 -13211.2 309.637 -412.147
27100 -13211.7 309.864 -1825.68
27200 -13202.3 306.161 -1774.49
27300 -13217.3 311.999 -1111.03
27400 -13206.5 307.804 -715.963
27500 -13201.2 305.758 -1054.88
27600 -13197.7 304.397 -543.787
27700 -13205.7 307.529 -1317.98
27800 -13193.9 302.954 -1736.55
27900 -13205.2 307.31 -744.979
28000 -13196.9 304.108 -1221.83
28100 -13195.5 303.553 -1995.52
28200 -13205.5 307.452 -168.878
28300 -13198.9 304.875 -1090.1
28400 -13204.6 307.068 -1115.76
28500 -13205.2 307.336 -303.998
28600 -13200.3 305.429 -1534.23
28700 -13203.8 306.8 -2741.65
28800 -13200.9 305.638 -823.629
28900 -13210.4 309.312 -432.309
29000 -13198.8 304.831 -1598.88
29100 -13188.1 300.685 -1099.39
29200 -13206.4 307.772 -1525.76
29300 -13215.5 311.313 -846.722
29400 -13200.5 305.501 -991.22
29500 -13196.9 304.095 -1483.09
29600 -13215.2 311.197 -1329.17
29700 -13198.1 304.574 -1123.37
29800 -13196.8 304.055 -2023.89
29900 -13184.1 299.124 -972.019
30000 -13193.7 302.858 -1936.37
30100 -13194.9 303.329 -1816.36
30200 -13203.5 306.655 470.915
30300 -13192.4 302.319 -2354.12
30400 -13203.4 306.607 -1369.68
30500 -13210.4 309.314 466.704
30600 -13202.8 306.36 -2595.26
30700 -13195.1 303.395 -2223.5
30800 -13208.2 308.473 -428.746
30900 -13191.8 302.093 -3041.08
31000 -13200.2 305.361 -2080.11
31100 -13213.1 310.357 -489.621
31200 -13209.8 309.077 -2655.9
31300 -13205.6 307.433 -1018.88
31400 -13211 309.519 -921.302
31500 -13209.8 309.072 -1800.98
31600 -13195.6 303.595 -925.98
31700 -13206.3 307.771 -2461.02
31800 -13215.1 311.152 -456.596
