# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
59600 -6491.62 336.439 -971.442
59700 -6489.53 335.102 -2265.13
59800 -6481.27 329.831 -2874.82
59900 -6475.96 326.422 -2367.9
60000 -6494.4 338.214 -2329.51
60100 -6491.8 336.547 -3561.35
60200 -6494.38 338.21 -4273.19
60300 -6477.73 327.556 -3185.41
60400 -6488.83 334.655 -2466.72
60500 -6495.88 339.185 -1292.07
60600 -6491.22 336.186 -3503.81
60700 -6478.39 327.99 -3395.71
60800 -6488.03 334.141 255.824
60900 -6483.72 331.389 -907.171
61000 -6496.09 339.282 -2645.64
61100 -6502.81 343.598 -2609.64
61200 -6501.77 342.899 448.757
61300 -6506.76 346.121 -16.9799
61400 -6492.79 337.193 -2284.98
61500 -6497.78 340.402 -819.828
61600 -6508.1 346.992 1044.89
61700 -6496.25 339.389 -1164.3
61800 -6499.75 341.664 -23.7742
61900 -6503.3 343.918 1087.31
62000 -6503.62 344.108 -290.6
62100 -6497.38 340.088 -60.9133
62200 -6494.8 338.451 821.297
62300 -6503.67 344.102 -615.265
62400 -6499.66 341.582 -2741.31
62500 -6497.16 339.976 -1325.36
62600 -6502.11 343.154 -453.266
62700 -6504.75 344.817 -1281.89
62800 -6503.7 344.172 -972.277
62900 -6498.99 341.169 479.609
63000 -6501.76 342.927 398.131
63100 -6507.66 346.694 -983.472
63200 -6494.29 338.152 101.256
63300 -6503.85 344.251 644.872
63400 -6498.37 340.728 -1296.3
63500 -6507.36 346.506 277.469
63600 -6502.46 343.36 1552.34
63700 -6502.21 343.204 767.031
63800 -6493.92 337.902 -404.359
63900 -6500.18 341.93 -1169.23
64000 -6495.32 338.822 217.668
64100 -6493.01 337.339 -900.175
64200 -6491.13 336.143 -1188.37
64300 -6492.64 337.126 -775.468
64400 -6493.96 337.966 1178.66
64500 -6504.42 344.649 883.442
64600 -6499 341.188 -2127.34
64700 -6486.84 333.382 -3816.07
64800 -6502.1 343.149 -154.844
64900 -6496.19 339.389 1932.38
65000 -6501.23 342.623 -331.903
65100 -6492.37 336.962 -1117.39
65200 -6494 337.994 -1309.5
65300 -6499.9 341.764 -818.481
65400 -6494.75 338.458 -185.174
65500 -6492.26 336.864 -301.937
65600 -6500.3 342.027 -867.499
65700 -6500.06 341.86 -31.3146
65800 -6509.25 347.724 -247.376
65900 -6502.49 343.384 786.509
66000 -6495.72 339.057 465.454
66100 -6492.45 336.962 -1540.6
66200 -6493.49 337.628 -1222.99
66300 -6497.76 340.378 1170.44
66400 -6502.97 343.695 742.022
66500 -6506.8 346.15 -654.719
66600 -6506.11 345.7 625.048
66700 -6500.21 341.905 -66.7943
66800 -6494.1 337.987 -1402.82
66900 -6493.25 337.445 352.21
67000 -6505.75 345.459 1284.95
67100 -6492.89 337.236 -1047.65
67200 -6499.03 341.186 -579.864
67300 -6495.95 339.228 1906.65
67400 -6501.9 343.036 2130.15
67500 -6493.92 337.946 -567.765
